business_id,sector,business_age_years,legal_status,division,location_type,employees_count,monthly_revenue_bdt,monthly_profit_bdt,existing_loans,prior_loan_count,late_payment_history,loan_purpose,loan_amount_bdt,preferred_tenure_months,collateral_level,cashflow_stability,missed_payment_last_12m,repayment_confidence,owner_education,days_payable_outstanding,business_description,loan_purpose_description,repayment_plan_description,risk_factors_description,target_missed_payment,split
SME058,Agriculture,12,Partnership,Gazipur,Rural,6,593000,200375,No,0,Never,Expansion,985000,18,Moderate,3,No,5,Secondary,30,Poultry farm raising chickens and producing eggs. Capacity good with several thousand birds. Running 12 years with success.,Need to upgrade ventilation and feeding equipment. Current system labor intensive. Better equipment will reduce costs and mortality.,Chickens ready for sale regularly. Do multiple cycles yearly. Will repay after each cycle. Farm land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,0,train
SME059,Services,15,Limited,Dhaka,Urban,5,303000,93893,Yes,1,Never,Expansion,946000,24,Low,5,No,3,Master's,15,Family owned restaurant serving Bengali and Chinese food. Started 15 years back with good customer base. Known for quality food.,Want to expand seating and install kitchen equipment. Currently capacity limited. This will increase revenue significantly.,Restaurant generates consistent revenue. Will allocate monthly for repayment. Wedding season brings more orders. Planning delivery service.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,train
SME060,Services,8,Limited,Dhaka,Urban,2,612000,151135,Yes,1,Never,Working capital,832000,18,Low,4,No,4,Primary,50,Family owned restaurant serving Bengali and Chinese food. Started 8 years back with good customer base. Known for quality food.,Want to expand seating and install kitchen equipment. Currently capacity limited. This will increase revenue significantly.,Restaurant generates consistent revenue. Will allocate monthly for repayment. Wedding season brings more orders. Planning delivery service.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,train
SME061,Manufacturing,13,Partnership,Dhaka,Urban,10,440000,89182,No,0,Never,Renovation,1039000,24,Low,2,No,4,Higher Secondary,10,Plastic products making containers bottles and household items. Supply to distributors. Running 13 years with good market.,Need more injection machines. Current capacity cannot meet demand. Have orders but producing insufficient quantity.,Distributors order monthly with regular payment. Will earn more with production increase. Ramadan season demand triples.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,test
SME062,Manufacturing,2,Sole,Chittagong,Urban,18,179000,45808,No,0,Never,Renovation,1179000,24,High,4,Yes,3,Secondary,20,Steel fabrication making grills gates and structures. Serve construction sites. Running 2 years with quality work reputation.,Need new welding machines. Current equipment old and breakdown. New will allow larger projects and improve quality.,Have ongoing contracts with builders. Will pay monthly. Steel work demand high. Workshop land as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,1,test
SME063,Agriculture,3,Sole,Jessore,Rural,10,226000,57792,No,0,Never,Inventory,1165000,15,Moderate,3,No,3,Bachelor's,30,Vegetable farming growing various vegetables for market. Use quality seeds and fertilizers. Running 3 years with good production.,Need equipment and irrigation. Want to expand acreage. With more land can supply larger volumes to markets.,Harvest season brings good income. Will pay after harvest. Multiple crops yearly. Low overhead. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,0,train
SME064,Agriculture,8,Limited,Jessore,Rural,10,455000,123247,No,0,Never,Working capital,576000,12,Moderate,5,No,5,Higher Secondary,25,Vegetable farming growing various vegetables for market. Use quality seeds and fertilizers. Running 8 years with good production.,Need equipment and irrigation. Want to expand acreage. With more land can supply larger volumes to markets.,Harvest season brings good income. Will pay after harvest. Multiple crops yearly. Low overhead. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,0,train
SME065,Manufacturing,6,Sole,Chittagong,Urban,5,749000,203227,Yes,3,Rarely,Inventory,1001000,6,Moderate,5,No,4,Bachelor's,40,Steel fabrication making grills gates and structures. Serve construction sites. Running 6 years with quality work reputation.,Need new welding machines. Current equipment old and breakdown. New will allow larger projects and improve quality.,Have ongoing contracts with builders. Will pay monthly. Steel work demand high. Workshop land as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME066,Services,3,Sole,Dhaka,Urban,8,343000,109601,Yes,1,Rarely,Expansion,320000,15,High,4,No,3,Primary,35,Coaching center teaching SSC and HSC students. Currently have good number of students with good exam results. Qualified teachers.,Want to rent larger space and buy equipment. Current place small and students waiting. Expansion will allow more students.,Monthly fees from students. With more students revenue increases. Admission season brings enrollment. Low operating costs overall.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,test
SME067,Manufacturing,4,Sole,Dhaka,Urban,4,787000,178095,Yes,2,Never,Equipment,535000,9,Low,5,No,3,Secondary,35,Plastic products making containers bottles and household items. Supply to distributors. Running 4 years with good market.,Need more injection machines. Current capacity cannot meet demand. Have orders but producing insufficient quantity.,Distributors order monthly with regular payment. Will earn more with production increase. Ramadan season demand triples.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME068,Services,11,Sole,Dhaka,Urban,8,573000,179601,No,0,Never,Expansion,970000,18,High,5,Yes,3,Secondary,20,Coaching center teaching SSC and HSC students. Currently have good number of students with good exam results. Qualified teachers.,Want to rent larger space and buy equipment. Current place small and students waiting. Expansion will allow more students.,Monthly fees from students. With more students revenue increases. Admission season brings enrollment. Low operating costs overall.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,1,train
SME069,Agriculture,6,Limited,Khulna,Rural,2,684000,196795,No,0,Never,Expansion,1054000,24,Low,5,No,4,Secondary,40,Fish farming in ponds growing various species. Started 6 years back using scientific methods. Sell to local market and wholesalers.,Want to lease more ponds and install equipment. Also need storage and delivery truck. Will supply directly to markets.,Fish ready for harvest every few months. Major harvest brings good income. Will pay during harvest months. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,0,train
SME070,Manufacturing,10,Sole,Gazipur,Urban,8,392000,113616,No,0,Never,Renovation,304000,15,Moderate,4,No,3,Master's,50,Small garments factory producing t-shirts. Supply to local brands. Running 10 years with orders from brands. BGMEA member.,Need industrial sewing machines. Current machines old. Want to add printing in-house. This will increase margins and orders.,Monthly production steady. Brands pay after delivery. Can produce more with machines. Factory building as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME071,Retail,15,Limited,Dhaka,Urban,20,154000,50421,Yes,2,Never,Renovation,720000,24,High,2,No,5,Bachelor's,35,Small retail shop selling ready-made garments and accessories. Running for 15 years with steady customer base from local community.,Need working capital to purchase inventory for upcoming Eid season which generates high sales volume.,Will repay from daily sales revenue. Peak season sales will allow monthly repayment. Good cashflow during festivals.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME072,Retail,2,Sole,Dhaka,Urban,20,547000,187500,Yes,3,Never,Inventory,528000,18,Moderate,3,Yes,3,Higher Secondary,10,Small retail shop selling ready-made garments and accessories. Running for 2 years with steady customer base from local community.,Need working capital to purchase inventory for upcoming Eid season which generates high sales volume.,Will repay from daily sales revenue. Peak season sales will allow monthly repayment. Good cashflow during festivals.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,1,test
SME073,Retail,5,Sole,Dhaka,Urban,20,542000,149724,No,0,Never,Renovation,329000,15,Low,5,Yes,5,Secondary,35,Furniture showroom selling bedroom dining and office furniture. Custom order facility. Running 5 years with good reputation.,Need to stock inventory for apartment handover season. New apartments people buy complete furniture. Peak season for sales.,Apartment season sales high. Will pay monthly. Suppliers give credit. Showroom ownership and stock as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,1,train
SME074,Retail,11,Limited,Dhaka,Urban,5,322000,80075,Yes,2,Rarely,Working capital,1178000,6,High,2,No,5,Secondary,35,Furniture showroom selling bedroom dining and office furniture. Custom order facility. Running 11 years with good reputation.,Need to stock inventory for apartment handover season. New apartments people buy complete furniture. Peak season for sales.,Apartment season sales high. Will pay monthly. Suppliers give credit. Showroom ownership and stock as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,test
SME075,Retail,13,Sole,Dhaka,Urban,2,121000,25536,Yes,3,Rarely,Working capital,560000,6,Low,3,Yes,4,Higher Secondary,30,Small retail shop selling ready-made garments and accessories. Running for 13 years with steady customer base from local community.,Need working capital to purchase inventory for upcoming Eid season which generates high sales volume.,Will repay from daily sales revenue. Peak season sales will allow monthly repayment. Good cashflow during festivals.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,1,train
SME076,Agriculture,7,Sole,Khulna,Rural,8,484000,148936,Yes,1,Sometimes,Working capital,1050000,12,Moderate,2,Yes,4,Higher Secondary,15,Fish farming in ponds growing various species. Started 7 years back using scientific methods. Sell to local market and wholesalers.,Want to lease more ponds and install equipment. Also need storage and delivery truck. Will supply directly to markets.,Fish ready for harvest every few months. Major harvest brings good income. Will pay during harvest months. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,1,train
SME077,Retail,11,Sole,Dhaka,Urban,12,481000,126971,Yes,2,Never,Equipment,107000,12,Low,2,No,3,Higher Secondary,10,Furniture showroom selling bedroom dining and office furniture. Custom order facility. Running 11 years with good reputation.,Need to stock inventory for apartment handover season. New apartments people buy complete furniture. Peak season for sales.,Apartment season sales high. Will pay monthly. Suppliers give credit. Showroom ownership and stock as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,test
SME078,Services,11,Sole,Dhaka,Urban,6,481000,154397,Yes,3,Sometimes,Working capital,962000,12,High,2,No,5,Secondary,25,Coaching center teaching SSC and HSC students. Currently have good number of students with good exam results. Qualified teachers.,Want to rent larger space and buy equipment. Current place small and students waiting. Expansion will allow more students.,Monthly fees from students. With more students revenue increases. Admission season brings enrollment. Low operating costs overall.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,train
SME079,Services,10,Sole,Dhaka,Urban,20,270000,83239,Yes,1,Sometimes,Expansion,1015000,15,Low,4,No,3,Secondary,25,Coaching center teaching SSC and HSC students. Currently have good number of students with good exam results. Qualified teachers.,Want to rent larger space and buy equipment. Current place small and students waiting. Expansion will allow more students.,Monthly fees from students. With more students revenue increases. Admission season brings enrollment. Low operating costs overall.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,train
SME080,Retail,6,Sole,Chittagong,Urban,10,717000,179608,No,0,Never,Expansion,989000,18,Moderate,3,Yes,3,Higher Secondary,30,Licensed pharmacy selling medicines and health products. Established 6 years ago near hospital area. Good relationship with doctors.,Want to stock more medicines inventory especially chronic disease medications. Many customers but stock unavailable.,Daily sales steady. Will allocate portion for repayment monthly. Pharmaceutical companies give credit. Shop ownership as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,1,train
SME081,Services,5,Sole,Dhaka,Urban,20,130000,39808,Yes,3,Sometimes,Equipment,254000,9,High,5,No,3,Secondary,35,Family owned restaurant serving Bengali and Chinese food. Started 5 years back with good customer base. Known for quality food.,Want to expand seating and install kitchen equipment. Currently capacity limited. This will increase revenue significantly.,Restaurant generates consistent revenue. Will allocate monthly for repayment. Wedding season brings more orders. Planning delivery service.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,train
SME082,Manufacturing,14,Sole,Chittagong,Urban,6,275000,80678,Yes,1,Rarely,Renovation,587000,9,High,3,No,3,Higher Secondary,10,Steel fabrication making grills gates and structures. Serve construction sites. Running 14 years with quality work reputation.,Need new welding machines. Current equipment old and breakdown. New will allow larger projects and improve quality.,Have ongoing contracts with builders. Will pay monthly. Steel work demand high. Workshop land as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME083,Manufacturing,14,Sole,Gazipur,Urban,3,298000,61546,No,0,Never,Equipment,538000,12,Low,3,No,5,Primary,40,Small garments factory producing t-shirts. Supply to local brands. Running 14 years with orders from brands. BGMEA member.,Need industrial sewing machines. Current machines old. Want to add printing in-house. This will increase margins and orders.,Monthly production steady. Brands pay after delivery. Can produce more with machines. Factory building as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME084,Retail,3,Sole,Sylhet,Urban,4,762000,206357,Yes,1,Sometimes,Expansion,888000,12,High,2,No,4,Higher Secondary,15,Electronics showroom selling TV refrigerator and appliances. Running 3 years with good sales. Installment facility available.,Wedding season and Eid coming. Need to stock inventory. These festivals generate majority of annual sales.,Festival months sales triple. Can pay monthly during peak. Manufacturers give payment credit. Have shop ownership documents.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME085,Manufacturing,3,Partnership,Gazipur,Urban,6,534000,160626,No,0,Never,Inventory,1045000,6,Moderate,5,Yes,3,Secondary,35,Small garments factory producing t-shirts. Supply to local brands. Running 3 years with orders from brands. BGMEA member.,Need industrial sewing machines. Current machines old. Want to add printing in-house. This will increase margins and orders.,Monthly production steady. Brands pay after delivery. Can produce more with machines. Factory building as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,1,train
SME086,Agriculture,8,Limited,Gazipur,Rural,6,644000,133172,No,0,Never,Expansion,774000,24,Low,5,No,4,Higher Secondary,20,Poultry farm raising chickens and producing eggs. Capacity good with several thousand birds. Running 8 years with success.,Need to upgrade ventilation and feeding equipment. Current system labor intensive. Better equipment will reduce costs and mortality.,Chickens ready for sale regularly. Do multiple cycles yearly. Will repay after each cycle. Farm land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,0,train
SME087,Retail,13,Limited,Chittagong,Urban,2,338000,81921,No,0,Never,Inventory,364000,18,High,4,No,3,Primary,45,Licensed pharmacy selling medicines and health products. Established 13 years ago near hospital area. Good relationship with doctors.,Want to stock more medicines inventory especially chronic disease medications. Many customers but stock unavailable.,Daily sales steady. Will allocate portion for repayment monthly. Pharmaceutical companies give credit. Shop ownership as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME088,Manufacturing,6,Partnership,Dhaka,Urban,20,450000,100936,Yes,1,Rarely,Renovation,619000,24,Moderate,5,No,5,Bachelor's,30,Plastic products making containers bottles and household items. Supply to distributors. Running 6 years with good market.,Need more injection machines. Current capacity cannot meet demand. Have orders but producing insufficient quantity.,Distributors order monthly with regular payment. Will earn more with production increase. Ramadan season demand triples.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME089,Manufacturing,3,Sole,Dhaka,Urban,5,252000,53309,No,0,Never,Equipment,994000,15,Moderate,3,No,5,Primary,45,Plastic products making containers bottles and household items. Supply to distributors. Running 3 years with good market.,Need more injection machines. Current capacity cannot meet demand. Have orders but producing insufficient quantity.,Distributors order monthly with regular payment. Will earn more with production increase. Ramadan season demand triples.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME090,Manufacturing,4,Sole,Dhaka,Urban,3,523000,163480,Yes,3,Never,Expansion,279000,6,Moderate,5,No,3,Bachelor's,25,Plastic products making containers bottles and household items. Supply to distributors. Running 4 years with good market.,Need more injection machines. Current capacity cannot meet demand. Have orders but producing insufficient quantity.,Distributors order monthly with regular payment. Will earn more with production increase. Ramadan season demand triples.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME091,Services,3,Limited,Dhaka,Urban,10,229000,59818,Yes,3,Never,Equipment,1064000,15,High,4,No,4,Master's,40,Family owned restaurant serving Bengali and Chinese food. Started 3 years back with good customer base. Known for quality food.,Want to expand seating and install kitchen equipment. Currently capacity limited. This will increase revenue significantly.,Restaurant generates consistent revenue. Will allocate monthly for repayment. Wedding season brings more orders. Planning delivery service.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,train
SME092,Manufacturing,12,Sole,Rajshahi,Rural,4,260000,79645,No,0,Never,Renovation,448000,15,Low,4,No,5,Secondary,10,Rice mill processing paddy from local farmers. Running 12 years in rural area. Process monthly and supply to wholesalers.,Old milling machine breaking down. Need new automatic machine for better processing and less wastage. Will increase capacity.,Harvest season is peak when generate maximum profit. Will pay during these months. Have land as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,test
SME093,Retail,8,Partnership,Sylhet,Urban,10,430000,132684,Yes,1,Rarely,Equipment,278000,6,Low,5,Yes,5,Secondary,45,Electronics showroom selling TV refrigerator and appliances. Running 8 years with good sales. Installment facility available.,Wedding season and Eid coming. Need to stock inventory. These festivals generate majority of annual sales.,Festival months sales triple. Can pay monthly during peak. Manufacturers give payment credit. Have shop ownership documents.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,1,train
SME094,Agriculture,3,Sole,Khulna,Rural,10,452000,129810,No,0,Never,Inventory,952000,9,Low,3,Yes,3,Secondary,20,Fish farming in ponds growing various species. Started 3 years back using scientific methods. Sell to local market and wholesalers.,Want to lease more ponds and install equipment. Also need storage and delivery truck. Will supply directly to markets.,Fish ready for harvest every few months. Major harvest brings good income. Will pay during harvest months. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,1,train
SME095,Manufacturing,15,Partnership,Gazipur,Urban,4,309000,62076,Yes,3,Sometimes,Renovation,527000,9,High,3,No,5,Bachelor's,50,Small garments factory producing t-shirts. Supply to local brands. Running 15 years with orders from brands. BGMEA member.,Need industrial sewing machines. Current machines old. Want to add printing in-house. This will increase margins and orders.,Monthly production steady. Brands pay after delivery. Can produce more with machines. Factory building as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME096,Services,11,Sole,Dhaka,Urban,20,257000,82741,Yes,2,Never,Renovation,1034000,12,Low,5,Yes,5,Secondary,35,Ladies beauty parlour providing haircut facial and bridal makeup. Opened 11 years ago with good reputation through social media.,Need money for professional equipment and products. Want to renovate and offer premium services. Can charge higher prices.,Bridal season generates double income. Will save monthly for repayment. Peak wedding season very profitable. Low overhead costs.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,1,test
SME097,Manufacturing,12,Partnership,Rajshahi,Rural,2,392000,90975,No,0,Never,Renovation,844000,15,High,3,No,5,Master's,40,Rice mill processing paddy from local farmers. Running 12 years in rural area. Process monthly and supply to wholesalers.,Old milling machine breaking down. Need new automatic machine for better processing and less wastage. Will increase capacity.,Harvest season is peak when generate maximum profit. Will pay during these months. Have land as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME098,Manufacturing,10,Sole,Chittagong,Urban,2,427000,110628,Yes,3,Never,Expansion,755000,9,Low,4,No,4,Secondary,20,Steel fabrication making grills gates and structures. Serve construction sites. Running 10 years with quality work reputation.,Need new welding machines. Current equipment old and breakdown. New will allow larger projects and improve quality.,Have ongoing contracts with builders. Will pay monthly. Steel work demand high. Workshop land as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,test
SME099,Services,14,Limited,Dhaka,Urban,5,728000,224288,Yes,1,Sometimes,Equipment,863000,24,High,3,No,4,Higher Secondary,40,Ladies beauty parlour providing haircut facial and bridal makeup. Opened 14 years ago with good reputation through social media.,Need money for professional equipment and products. Want to renovate and offer premium services. Can charge higher prices.,Bridal season generates double income. Will save monthly for repayment. Peak wedding season very profitable. Low overhead costs.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,train
SME100,Services,8,Limited,Dhaka,Urban,18,245000,49419,Yes,2,Never,Renovation,1079000,6,High,4,No,4,Bachelor's,15,Family owned restaurant serving Bengali and Chinese food. Started 8 years back with good customer base. Known for quality food.,Want to expand seating and install kitchen equipment. Currently capacity limited. This will increase revenue significantly.,Restaurant generates consistent revenue. Will allocate monthly for repayment. Wedding season brings more orders. Planning delivery service.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,train
SME101,Retail,6,Sole,Dhaka,Urban,10,688000,187379,Yes,1,Rarely,Inventory,891000,9,Moderate,3,No,4,Secondary,10,Furniture showroom selling bedroom dining and office furniture. Custom order facility. Running 6 years with good reputation.,Need to stock inventory for apartment handover season. New apartments people buy complete furniture. Peak season for sales.,Apartment season sales high. Will pay monthly. Suppliers give credit. Showroom ownership and stock as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME102,Retail,10,Sole,Khulna,Urban,2,696000,180386,No,0,Never,Inventory,134000,12,High,4,No,5,Master's,50,Hardware shop selling cement rod tiles sanitary and paint. Serve contractors and home owners. Running 10 years with established clients.,Need working capital to stock inventory. Construction boom so demand very high. Suppliers offering discount for bulk purchase.,Construction season peak. Will pay monthly from sales. Have shop ownership. Suppliers give payment credit period.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME103,Services,2,Partnership,Chittagong,Urban,2,785000,254607,Yes,1,Never,Expansion,877000,24,Low,2,Yes,4,Secondary,35,Diagnostic center offering blood tests X-ray and ultrasound. Licensed pathologist. Running 2 years with accurate reports.,Need to purchase automated equipment. Current machines slow. With automation can do more tests faster with better quality.,Daily patients steady. Can do more patients with new machines. No seasonal variation. Lab license as collateral.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,1,train
SME104,Retail,8,Sole,Chittagong,Urban,3,645000,133320,No,0,Never,Inventory,328000,9,Low,5,No,3,Higher Secondary,35,Licensed pharmacy selling medicines and health products. Established 8 years ago near hospital area. Good relationship with doctors.,Want to stock more medicines inventory especially chronic disease medications. Many customers but stock unavailable.,Daily sales steady. Will allocate portion for repayment monthly. Pharmaceutical companies give credit. Shop ownership as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME105,Services,9,Sole,Dhaka,Urban,2,81000,16529,Yes,1,Never,Inventory,892000,15,Moderate,5,Yes,3,Primary,20,Coaching center teaching SSC and HSC students. Currently have good number of students with good exam results. Qualified teachers.,Want to rent larger space and buy equipment. Current place small and students waiting. Expansion will allow more students.,Monthly fees from students. With more students revenue increases. Admission season brings enrollment. Low operating costs overall.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,1,train
SME106,Retail,10,Sole,Sylhet,Urban,4,660000,171878,Yes,3,Rarely,Expansion,983000,12,High,3,No,5,Higher Secondary,20,Electronics showroom selling TV refrigerator and appliances. Running 10 years with good sales. Installment facility available.,Wedding season and Eid coming. Need to stock inventory. These festivals generate majority of annual sales.,Festival months sales triple. Can pay monthly during peak. Manufacturers give payment credit. Have shop ownership documents.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME107,Manufacturing,8,Sole,Chittagong,Urban,8,501000,136754,No,0,Never,Inventory,746000,12,High,2,No,3,Higher Secondary,35,Steel fabrication making grills gates and structures. Serve construction sites. Running 8 years with quality work reputation.,Need new welding machines. Current equipment old and breakdown. New will allow larger projects and improve quality.,Have ongoing contracts with builders. Will pay monthly. Steel work demand high. Workshop land as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME108,Services,8,Partnership,Dhaka,Urban,6,213000,51441,Yes,3,Never,Equipment,831000,12,Moderate,4,No,5,Primary,45,Family owned restaurant serving Bengali and Chinese food. Started 8 years back with good customer base. Known for quality food.,Want to expand seating and install kitchen equipment. Currently capacity limited. This will increase revenue significantly.,Restaurant generates consistent revenue. Will allocate monthly for repayment. Wedding season brings more orders. Planning delivery service.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,train
SME109,Retail,13,Sole,Dhaka,Urban,12,494000,161615,Yes,1,Never,Working capital,127000,12,Moderate,4,No,4,Primary,20,Small retail shop selling ready-made garments and accessories. Running for 13 years with steady customer base from local community.,Need working capital to purchase inventory for upcoming Eid season which generates high sales volume.,Will repay from daily sales revenue. Peak season sales will allow monthly repayment. Good cashflow during festivals.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME110,Agriculture,4,Sole,Gazipur,Rural,20,620000,197374,Yes,1,Rarely,Expansion,449000,6,High,3,No,4,Secondary,30,Poultry farm raising chickens and producing eggs. Capacity good with several thousand birds. Running 4 years with success.,Need to upgrade ventilation and feeding equipment. Current system labor intensive. Better equipment will reduce costs and mortality.,Chickens ready for sale regularly. Do multiple cycles yearly. Will repay after each cycle. Farm land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,0,train
SME111,Manufacturing,3,Partnership,Chittagong,Urban,2,417000,110336,No,0,Never,Equipment,1194000,9,Moderate,4,No,5,Primary,10,Steel fabrication making grills gates and structures. Serve construction sites. Running 3 years with quality work reputation.,Need new welding machines. Current equipment old and breakdown. New will allow larger projects and improve quality.,Have ongoing contracts with builders. Will pay monthly. Steel work demand high. Workshop land as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME112,Agriculture,12,Partnership,Khulna,Rural,5,178000,40778,No,0,Never,Working capital,713000,15,Moderate,3,No,4,Primary,30,Fish farming in ponds growing various species. Started 12 years back using scientific methods. Sell to local market and wholesalers.,Want to lease more ponds and install equipment. Also need storage and delivery truck. Will supply directly to markets.,Fish ready for harvest every few months. Major harvest brings good income. Will pay during harvest months. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,0,train
SME113,Manufacturing,2,Sole,Chittagong,Urban,3,358000,109308,No,0,Never,Renovation,606000,24,Low,5,No,4,Bachelor's,30,Steel fabrication making grills gates and structures. Serve construction sites. Running 2 years with quality work reputation.,Need new welding machines. Current equipment old and breakdown. New will allow larger projects and improve quality.,Have ongoing contracts with builders. Will pay monthly. Steel work demand high. Workshop land as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,test
SME114,Agriculture,9,Partnership,Gazipur,Rural,2,576000,172085,No,0,Never,Expansion,1017000,18,High,3,No,3,Master's,10,Poultry farm raising chickens and producing eggs. Capacity good with several thousand birds. Running 9 years with success.,Need to upgrade ventilation and feeding equipment. Current system labor intensive. Better equipment will reduce costs and mortality.,Chickens ready for sale regularly. Do multiple cycles yearly. Will repay after each cycle. Farm land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,0,test
SME115,Retail,5,Limited,Chittagong,Urban,15,284000,68240,Yes,2,Sometimes,Equipment,480000,24,Low,2,No,4,Higher Secondary,35,Licensed pharmacy selling medicines and health products. Established 5 years ago near hospital area. Good relationship with doctors.,Want to stock more medicines inventory especially chronic disease medications. Many customers but stock unavailable.,Daily sales steady. Will allocate portion for repayment monthly. Pharmaceutical companies give credit. Shop ownership as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
